,index,Website,食譜名稱,圖片連結,點擊次數,烹飪時間,有無影片,食材種類,烹飪步驟,url,按讚數
262,10629,楊桃,沙茶牛肉粉絲煲,https://d3l76hx23vw40a.cloudfront.net/recipe/whk066-055_1.jpg,,,,13,6,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=A01-1049,1
263,10631,楊桃,花椰菜牛肉燴飯,https://d3l76hx23vw40a.cloudfront.net/recipe/00_1.jpg,,,,12,4,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=A01-0973,0
264,10690,楊桃,酒煮牛肉,https://d3l76hx23vw40a.cloudfront.net/recipe/whk076-027b_1.jpg,,,,7,2,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=A01-1084,0
265,10743,楊桃,沙茶牛肉(3),https://d3l76hx23vw40a.cloudfront.net/recipe/whk43-068b_1.jpg,,,,16,3,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=A01-351,0
266,10771,楊桃,芥蘭牛肉(1),https://d3l76hx23vw40a.cloudfront.net/recipe/whk46-085a_1.jpg,,,,11,4,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=F02-233,0
267,10797,楊桃,煮汁牛肉麵,https://d3l76hx23vw40a.cloudfront.net/recipe/ck64-037b_1.jpg,,,,3,3,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=A01-0539,0
268,10814,楊桃,牛肉豆腐煲,https://d3l76hx23vw40a.cloudfront.net/recipe/whk077-094_1.jpg,,,,11,6,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=A01-1138,0
269,10847,楊桃,花生麵筋牛肉飯,https://d3l76hx23vw40a.cloudfront.net/recipe/gy35-036_1.jpg,,,,5,3,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=A01-0727,0
270,10899,楊桃,黑椒牛柳,https://d3l76hx23vw40a.cloudfront.net/recipe/whk43-070_1.jpg,,,,15,3,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=A01-353,0
271,10903,楊桃,黑胡椒牛柳(2),https://d3l76hx23vw40a.cloudfront.net/recipe/whk090-063a_1.jpg,,,,13,5,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=A01-1155,0
272,10914,楊桃,牛蒡牛肉絲,https://d3l76hx23vw40a.cloudfront.net/recipe/bk79-039b_1.jpg,,,,8,4,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=A01-275,0
273,10981,楊桃,紅燒牛肉湯,https://d3l76hx23vw40a.cloudfront.net/recipe/00_1.jpg,,,,9,5,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=A01-089,2
274,10997,楊桃,油菜炒牛肉,https://d3l76hx23vw40a.cloudfront.net/recipe/00_1.jpg,,,,9,3,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=F02-0920,0
275,11021,楊桃,黑椒牛柳(5),https://d3l76hx23vw40a.cloudfront.net/recipe/whk082-088_1.jpg,,,,18,4,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=A01-1121,0
276,11028,楊桃,粒粒金元寶,https://d3l76hx23vw40a.cloudfront.net/recipe/yqn23-045_1.jpg,,,,14,5,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=A01-0666,0
277,11081,楊桃,蔥爆牛肉(7),https://d3l76hx23vw40a.cloudfront.net/recipe/bk128-016b_1.jpg,,,,12,2,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=A01-0555,0
278,11090,楊桃,粉蒸牛肉,https://d3l76hx23vw40a.cloudfront.net/recipe/bk79-024_1.jpg,,,,10,3,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=A01-257,0
279,11116,楊桃,蔥爆牛肉(14),https://d3l76hx23vw40a.cloudfront.net/recipe/gy71-036_1.jpg,,,,12,3,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=A01-0809,0
280,11132,楊桃,潮州豉椒牛河,https://d3l76hx23vw40a.cloudfront.net/recipe/bk64-041b_1.jpg,,,,20,4,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=G01-510,0
281,11134,楊桃,乾鍋牛肉,https://d3l76hx23vw40a.cloudfront.net/recipe/whk081-074_1.jpg,,,,13,6,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=A01-1105,0
282,11170,楊桃,滑蛋牛肉片,https://d3l76hx23vw40a.cloudfront.net/recipe/bk162-017b_1.jpg,,,,15,5,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=A01-0735,0
283,11176,楊桃,鮮香牛肉煲,https://d3l76hx23vw40a.cloudfront.net/recipe/yqn67-012_1.jpg,,,,16,5,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=A01-0878,0
284,11184,楊桃,韭黃牛肉(1),https://d3l76hx23vw40a.cloudfront.net/recipe/whk051-100a_1.jpg,,,,15,3,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=A01-1000,0
285,11235,楊桃,香蔥肉燥炒牛肉,https://d3l76hx23vw40a.cloudfront.net/recipe/bk185-008b_1.jpg,,,,7,5,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=A01-0820,0
286,11236,楊桃,蔬菜牛肉麵,https://d3l76hx23vw40a.cloudfront.net/recipe/ck64-027b_1.jpg,,,,3,3,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=A01-0518,0
287,11274,楊桃,黑椒牛柳(3),https://d3l76hx23vw40a.cloudfront.net/recipe/bk199-020_1.jpg,,,,15,6,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=A01-0931,0
288,11279,楊桃,紅燒黃牛肉麵,https://d3l76hx23vw40a.cloudfront.net/recipe/gy02-054_1.jpg,,,,21,6,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=A01-0601,0
289,11332,楊桃,彩椒牛肉蓋飯,https://d3l76hx23vw40a.cloudfront.net/recipe/bk158-012_1.jpg,,,,15,4,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=A01-0710,0
290,11335,楊桃,蕃茄牛肉片,https://d3l76hx23vw40a.cloudfront.net/recipe/gy08-060b_1.jpg,,,,11,5,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=A01-0684,0
291,11386,楊桃,蔥爆牛肉(11),https://d3l76hx23vw40a.cloudfront.net/recipe/gy46-048_1.jpg,,,,12,2,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=A01-0752,0
292,11411,楊桃,鳳汁苦瓜牛肉捲,https://d3l76hx23vw40a.cloudfront.net/recipe/whk39-121a_1.jpg,,,,13,4,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=A01-313,0
293,11494,楊桃,涼拌牛肉絲,https://d3l76hx23vw40a.cloudfront.net/recipe/ck64-013a_1.jpg,,,,9,3,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=A01-0503,0
294,11522,楊桃,黑椒牛肉煲仔飯,https://d3l76hx23vw40a.cloudfront.net/recipe/whk059-095_1.jpg,,,,12,4,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=A01-1029,0
295,11579,楊桃,咖哩牛肉麵,https://d3l76hx23vw40a.cloudfront.net/recipe/ck64-029_1.jpg,,,,4,3,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=A01-0520,0
296,11587,楊桃,XO醬苦瓜燜牛肉,https://d3l76hx23vw40a.cloudfront.net/recipe/ck55-031_1.jpg,,,,21,6,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=A01-0490,0
297,11656,楊桃,牛肉餡餅(2),https://d3l76hx23vw40a.cloudfront.net/recipe/whk13-131_1.jpg,,,,10,6,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=H01-151,0
298,11657,楊桃,蠔油牛肉(4),https://d3l76hx23vw40a.cloudfront.net/recipe/bk114-020_1.jpg,,,,19,5,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=A01-0452,0
299,11677,楊桃,蠔油牛肉(9),https://d3l76hx23vw40a.cloudfront.net/recipe/whk078-091a_1.jpg,,,,17,3,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=A01-1089,0
300,11710,楊桃,京醬牛肉絲便當,https://d3l76hx23vw40a.cloudfront.net/recipe/box-109_1.jpg,,,,14,4,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=G01-140,0
301,11759,楊桃,滑蛋炒牛肉,https://d3l76hx23vw40a.cloudfront.net/recipe/gy51-026_1.jpg,,,,15,3,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=A01-0765,0
302,11760,楊桃,蘿蔔牛肉粥,https://d3l76hx23vw40a.cloudfront.net/recipe/whk094-082c_1.jpg,,,,13,5,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=A01-1134,0
303,11795,楊桃,五彩牛柳,https://d3l76hx23vw40a.cloudfront.net/recipe/bk112-033_1.jpg,,,,18,4,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=A01-0444,0
304,11951,楊桃,木瓜炒牛肉,https://d3l76hx23vw40a.cloudfront.net/recipe/whk29-117_1.jpg,,,,7,2,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=A01-153,0
305,11996,楊桃,青椒牛肉絲(1),https://d3l76hx23vw40a.cloudfront.net/recipe/whk44-083_1.jpg,,,,15,3,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=F04-224,0
306,12009,楊桃,沙茶牛肉河粉(1),https://d3l76hx23vw40a.cloudfront.net/recipe/bk99-024_1.jpg,,,,11,6,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=G01-697,0
307,12019,楊桃,蕃茄牛肉湯,https://d3l76hx23vw40a.cloudfront.net/recipe/00_1.jpg,,,,11,4,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=A01-0511,0
308,12126,楊桃,蔥爆牛肉(1),https://d3l76hx23vw40a.cloudfront.net/recipe/bk79-016b_1.jpg,,,,6,3,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=A01-248,0
309,12151,楊桃,泡菜牛海苔飯,https://d3l76hx23vw40a.cloudfront.net/recipe/aa022-138b_1.jpg,,,,5,4,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=A01-0993,0
310,12165,楊桃,蔥爆牛肉(18),https://d3l76hx23vw40a.cloudfront.net/recipe/whk089-092b_1.jpg,,,,13,3,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=A01-1201,0
311,12319,楊桃,胡椒牛肉湯,https://d3l76hx23vw40a.cloudfront.net/recipe/ck64-035a_1.jpg,,,,6,3,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=A01-0532,0
312,12321,楊桃,蠔油牛肉燴飯(2),https://d3l76hx23vw40a.cloudfront.net/recipe/whk114-045a_1.jpg,,,,19,4,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=A01-1283,0
313,12379,楊桃,豆花牛肉燴飯,https://d3l76hx23vw40a.cloudfront.net/recipe/whk087-020a_1.jpg,,,,18,4,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=D01-0526,0
314,12413,楊桃,蔥爆牛肉(20),https://d3l76hx23vw40a.cloudfront.net/recipe/whk108-039b_1.jpg,,,,13,3,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=A01-1217,0
315,12463,楊桃,紅豆芽炒肉絲,https://d3l76hx23vw40a.cloudfront.net/recipe/pm-re049_1.jpg,,,,9,6,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=F01-012,0
316,12474,楊桃,川式麻辣白菜牛,https://d3l76hx23vw40a.cloudfront.net/recipe/gy70-066a_1.jpg,,,,13,3,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=A01-0817,0
317,12535,楊桃,乾炒牛河,https://d3l76hx23vw40a.cloudfront.net/recipe/bk64-041a_1.jpg,,,,12,3,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=G01-509,0
318,12537,楊桃,菠蘿牛柳,https://d3l76hx23vw40a.cloudfront.net/recipe/bk111-035a_1.jpg,,,,21,4,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=A01-0441,0
319,12545,楊桃,蒜味骰子牛,https://d3l76hx23vw40a.cloudfront.net/recipe/whk104-026_1.jpg,,,,9,3,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=A01-1184,0
320,12581,楊桃,油菜牛柳蓋飯,https://d3l76hx23vw40a.cloudfront.net/recipe/bk55-038a_1.jpg,,,,8,4,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=G01-457,0
321,12612,楊桃,蘆筍牛肉卷(1),https://d3l76hx23vw40a.cloudfront.net/recipe/whk124-005b_1.jpg,,,,10,5,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=A01-1257,0
322,12696,楊桃,沙茶牛肉(5),https://d3l76hx23vw40a.cloudfront.net/recipe/yq35-011b_1.jpg,,,,8,3,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=A01-0409,0
323,12714,楊桃,魚香牛肉,https://d3l76hx23vw40a.cloudfront.net/recipe/bk79-016a_1.jpg,,,,12,2,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=A01-247,0
324,12740,楊桃,水晶牛肉,https://d3l76hx23vw40a.cloudfront.net/recipe/bk79-017_1.jpg,,,,19,3,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=A01-249,0
325,12751,楊桃,酸辣牛肉,https://d3l76hx23vw40a.cloudfront.net/recipe/whk19-129a_1.jpg,,,,10,3,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=A01-079,0
326,12762,楊桃,荷葉蒸牛肉,https://d3l76hx23vw40a.cloudfront.net/recipe/yq09-005a_1.jpg,,,,11,2,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=A01-0400,0
327,12824,楊桃,雪花牛肉,https://d3l76hx23vw40a.cloudfront.net/recipe/bk79-022_1.jpg,,,,4,4,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=A01-255,0
328,12831,楊桃,新疆抓飯,https://d3l76hx23vw40a.cloudfront.net/recipe/whk071-082_1.jpg,,,,9,5,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=A01-1068,0
329,12848,楊桃,韭菜牛肉卷,https://d3l76hx23vw40a.cloudfront.net/recipe/whk12-134_1.jpg,,,,11,5,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=A01-051,0
330,12858,楊桃,金黃胡桃餅,https://d3l76hx23vw40a.cloudfront.net/recipe/whk054-068c_1.jpg,,,,9,5,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=A01-1015,0
331,12916,楊桃,生拌牛肉絲,https://d3l76hx23vw40a.cloudfront.net/recipe/bk136-028_1.jpg,,,,12,3,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=A01-0585,0
332,13082,楊桃,柱候牛肉湯,https://d3l76hx23vw40a.cloudfront.net/recipe/ck64-030a_1.jpg,,,,10,3,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=A01-0521,0
333,13085,楊桃,蔥串牛肉,https://d3l76hx23vw40a.cloudfront.net/recipe/bk102-011_1.jpg,,,,7,3,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=A01-379,0
334,13188,楊桃,脆炒牛柳佐芋筍條,https://d3l76hx23vw40a.cloudfront.net/recipe/whk32-086a_1.jpg,,,,16,5,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=A01-165,0
335,13267,楊桃,黑胡椒牛肉,https://d3l76hx23vw40a.cloudfront.net/recipe/whk078-091b_1.jpg,,,,16,3,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=A01-1090,0
336,13286,楊桃,柱候牛肉麵,https://d3l76hx23vw40a.cloudfront.net/recipe/ck64-030b_1.jpg,,,,3,2,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=A01-0522,0
337,13350,楊桃,蔥爆牛肉(3),https://d3l76hx23vw40a.cloudfront.net/recipe/bk104-008_1.jpg,,,,15,3,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=A01-385,0
338,13524,楊桃,牛肉羮,https://d3l76hx23vw40a.cloudfront.net/recipe/bk79-043_1.jpg,,,,9,3,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=A01-279,0
339,13579,楊桃,蠔油牛肉(2),https://d3l76hx23vw40a.cloudfront.net/recipe/whk43-067_1.jpg,,,,14,3,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=A03-533,0
340,13625,楊桃,涼拌苦瓜牛肉,https://d3l76hx23vw40a.cloudfront.net/recipe/whk067-030a_1.jpg,,,,10,3,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=A01-1050,0
341,13673,楊桃,芥蘭牛肉,https://d3l76hx23vw40a.cloudfront.net/recipe/00_1.jpg,,,,10,3,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=A01-014,0
342,13681,楊桃,韭黃牛肉絲,https://d3l76hx23vw40a.cloudfront.net/recipe/bk122-017_1.jpg,,,,13,4,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=F02-0343,0
343,13752,楊桃,黑椒牛柳(2),https://d3l76hx23vw40a.cloudfront.net/recipe/bk196-024a_1.jpg,,,,10,3,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=A01-0897,0
344,13781,楊桃,蕃茄牛肉蓋飯,https://d3l76hx23vw40a.cloudfront.net/recipe/whk053-089a_1.jpg,,,,15,4,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=A01-1012,0
345,13842,楊桃,香菜白灼牛肉,https://d3l76hx23vw40a.cloudfront.net/recipe/whk103-005_1.jpg,,,,13,3,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=A01-1224,0
346,13858,楊桃,沙茶牛肉(1),https://d3l76hx23vw40a.cloudfront.net/recipe/bk79-018b_1.jpg,,,,9,2,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=A01-251,0
347,13881,楊桃,番茄牛肉,https://d3l76hx23vw40a.cloudfront.net/recipe/00_1.jpg,,,,8,2,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=A01-152,0
348,13914,楊桃,滑蛋炒牛肉(1),https://d3l76hx23vw40a.cloudfront.net/recipe/m746_1.jpg,,,,12,3,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=A01-0916,0
349,13915,楊桃,宮保牛肉(2),https://d3l76hx23vw40a.cloudfront.net/recipe/yqn12-052_1.jpg,,,,15,4,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=A01-0573,0
350,14023,楊桃,麻油牛丸,https://d3l76hx23vw40a.cloudfront.net/recipe/bk79-038_1.jpg,,,,15,3,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=A01-273,0
351,14086,楊桃,滷牛腩便當,https://d3l76hx23vw40a.cloudfront.net/recipe/box-139_1.jpg,,,,19,4,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=G01-143,0
352,14168,楊桃,韭黃牛肉蓋飯,https://d3l76hx23vw40a.cloudfront.net/recipe/bk158-022b_1.jpg,,,,14,4,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=A04-0107,0
353,14179,楊桃,鹹豆漿火鍋,https://d3l76hx23vw40a.cloudfront.net/recipe/00_1.jpg,,,,26,4,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=I02-002,0
354,14216,楊桃,胡椒牛肉湯頭,https://d3l76hx23vw40a.cloudfront.net/recipe/bk76-022a_1.jpg,,,,7,2,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=A01-234,0
355,14321,楊桃,西汁炒牛肉,https://d3l76hx23vw40a.cloudfront.net/recipe/whk086-040b_1.jpg,,,,11,4,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=A01-1099,0
356,14426,楊桃,油淋牛肉,https://d3l76hx23vw40a.cloudfront.net/recipe/ck64-013c_1.jpg,,,,9,4,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=A01-0505,0
357,14561,楊桃,蠔油牛肉(3),https://d3l76hx23vw40a.cloudfront.net/recipe/bk104-011_1.jpg,,,,17,4,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=A01-388,0
358,14714,楊桃,雙椒牛肉絲,https://d3l76hx23vw40a.cloudfront.net/recipe/whk055-089_1.jpg,,,,11,4,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=A01-1018,0
359,14792,楊桃,沙茶牛肉泡飯,https://d3l76hx23vw40a.cloudfront.net/recipe/whk096-037a_1.jpg,,,,8,2,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=A01-1172,0
360,14815,楊桃,三絲牛柳,https://d3l76hx23vw40a.cloudfront.net/recipe/whk077-095a_1.jpg,,,,15,5,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=A01-1139,0
361,14910,楊桃,青蔬牛肉鬆,https://d3l76hx23vw40a.cloudfront.net/recipe/bk79-015_1.jpg,,,,10,4,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=A01-246,0
362,14927,楊桃,沙茶牛肉炒麵,https://d3l76hx23vw40a.cloudfront.net/recipe/whk104-015b_1.jpg,,,,16,4,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=A01-1183,0
363,15101,楊桃,香梨炒牛柳,https://d3l76hx23vw40a.cloudfront.net/recipe/whk092-025a_1.jpg,,,,11,3,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=A01-1103,0
364,15107,楊桃,泡麵火鍋,https://d3l76hx23vw40a.cloudfront.net/recipe/00_1.jpg,,,,17,1,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=G02-035,0
365,15158,楊桃,薑黃牛肉炒飯,https://d3l76hx23vw40a.cloudfront.net/recipe/whk090-094b_1.jpg,,,,8,5,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=A01-1158,0
366,15191,楊桃,焗白菜,https://d3l76hx23vw40a.cloudfront.net/recipe/whk13-130_1.jpg,,,,9,4,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=F02-042,0
367,15222,楊桃,碧玉炒牛肉,https://d3l76hx23vw40a.cloudfront.net/recipe/whk092-033d_1.jpg,,,,10,8,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=A01-1104,0
368,15380,楊桃,牛肉煲仔飯,https://d3l76hx23vw40a.cloudfront.net/recipe/whk059-091_1.jpg,,,,10,5,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=A01-1028,0
369,15410,楊桃,生炒牛肉,https://d3l76hx23vw40a.cloudfront.net/recipe/whk123-083a_1.jpg,,,,13,3,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=A01-1308,0
370,15479,楊桃,韓式部隊鍋,https://d3l76hx23vw40a.cloudfront.net/recipe/ck66-025_1.jpg,,,,19,6,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=A01-0535,0
371,15494,楊桃,韓式烤牛肉(1),https://d3l76hx23vw40a.cloudfront.net/recipe/gy55-067a_1.jpg,,,,12,4,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=A01-0790,0
372,15503,楊桃,韓式泡菜鍋(3),https://d3l76hx23vw40a.cloudfront.net/recipe/yqn092-028_1.jpg,,,,14,3,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=A01-0978,0
373,15526,楊桃,韓式泡菜鍋(2),https://d3l76hx23vw40a.cloudfront.net/recipe/ck66-013_1.jpg,,,,22,6,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=F02-0336,0
374,15554,楊桃,照燒牛肉片,https://d3l76hx23vw40a.cloudfront.net/recipe/bk184-021b_1.jpg,,,,7,4,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=A01-0827,0
375,15590,楊桃,紅酒燉牛肉(4),https://d3l76hx23vw40a.cloudfront.net/recipe/m1063_1.jpg,,,,14,3,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=A01-0922,0
376,15620,楊桃,墨西哥牛肉捲餅,https://d3l76hx23vw40a.cloudfront.net/recipe/whk42-108_1.jpg,,,,15,3,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=A01-345,0
377,15713,楊桃,洋蔥壽喜牛,https://d3l76hx23vw40a.cloudfront.net/recipe/gy55-061_1.jpg,,,,11,3,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=A01-0787,1
378,15718,楊桃,椰汁牛肉,https://d3l76hx23vw40a.cloudfront.net/recipe/re01-046_1.jpg,,,,15,4,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=A01-0426,0
379,15828,楊桃,韓式牛肉鍋,https://d3l76hx23vw40a.cloudfront.net/recipe/ck66-023_1.jpg,,,,22,5,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=A01-0534,0
380,15839,楊桃,咖哩蛋包飯,https://d3l76hx23vw40a.cloudfront.net/recipe/bk52-022_1.jpg,,,,14,6,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=G01-402,0
381,15843,楊桃,雪花牛壽喜燒,https://d3l76hx23vw40a.cloudfront.net/recipe/0640_1.jpg,,,,11,3,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=A01-0946,0
382,15849,楊桃,義式總匯披薩,https://d3l76hx23vw40a.cloudfront.net/recipe/hq02-014_1.jpg,,,,9,4,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=G02-479,1
383,15852,楊桃,味噌牛肉燒,https://d3l76hx23vw40a.cloudfront.net/recipe/bk101-038b_1.jpg,,,,7,5,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=A01-378,0
384,15891,楊桃,壽喜鍋,https://d3l76hx23vw40a.cloudfront.net/recipe/bk71-024_1.jpg,,,,9,4,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=I02-144,1
385,15901,楊桃,壽喜燒,https://d3l76hx23vw40a.cloudfront.net/recipe/bk52-021_1.jpg,,,,16,5,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=A01-140,0
386,15906,楊桃,蔥烤金針菇牛肉捲,https://d3l76hx23vw40a.cloudfront.net/recipe/bk195-030b_1.jpg,,,,5,5,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=A01-0896,0
387,15917,楊桃,泰式涼拌牛肉(1),https://d3l76hx23vw40a.cloudfront.net/recipe/bk118-018b_1.jpg,,,,8,4,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=A01-0464,0
388,15927,楊桃,子薑牛肉,https://d3l76hx23vw40a.cloudfront.net/recipe/whk44-077_1.jpg,,,,11,4,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=A01-393,0
389,15935,楊桃,煎烤牛肉捲,https://d3l76hx23vw40a.cloudfront.net/recipe/yqn14-009b_1.jpg,,,,7,4,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=A01-0580,0
390,15974,楊桃,匈牙利蔬菜燉肉,https://d3l76hx23vw40a.cloudfront.net/recipe/whk093-011b_1.jpg,,,,15,4,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=A01-1109,0
391,15989,楊桃,韓式辣醬拌牛肉,https://d3l76hx23vw40a.cloudfront.net/recipe/gy48-011a_1.jpg,,,,7,4,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=A01-0757,0
392,16011,楊桃,馬鈴薯燉肉,https://d3l76hx23vw40a.cloudfront.net/recipe/bk52-032a_1.jpg,,,,11,4,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=F01-151,1
393,16036,楊桃,蕃茄鍋,https://d3l76hx23vw40a.cloudfront.net/recipe/gy12-084_1.jpg,,,,4,1,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=F07-0463,0
